sweep,kv,mas,correlation_sigma_mm,radius_mm,denoiser,ceiling_d_prime,excess,margin,bound_ok,contrast_recovery,level,benefit,delta_d_cho,delta_d_npwe,delta_d_pw,delta_ssim,divergent,erasure,estimator_d_prime_ratio,excess_response,input_d_pw,processed_d_pw,saturated,seed,stratum,task_degradation
dose,120.0,200.0,0.0,,NLM(0.6 sd),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.7338881290283087,green,1.854194940799883,-1.118205353241171,0.19395033448375454,-1.6602446063161285,0.5578453571271234,True,False,1.0038214317053815,False,9.840380252117109,8.18013564580098,True,20260101,above floor,0.1687175255203106
dose,120.0,200.0,0.0,,TV(0.4 sd),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.9206401048091405,green,0.7474546614826361,0.0017865232009928178,0.6064441133632164,-0.1410105481194197,0.3412611131709417,True,False,1.0038214317053815,False,9.840380252117109,9.69936970399769,True,20260101,above floor,0.014329786502821573
dose,120.0,200.0,0.0,,gaussian(1.5 px),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.830957564858199,green,1.612941093072446,-0.0546997612966571,1.0256715656813133,-0.5872695273911326,0.5640203806698589,True,False,1.0038214317053815,False,9.840380252117109,9.253110724725977,True,20260101,above floor,0.059679556312347226
dose,120.0,25.000000000000007,0.0,,NLM(0.6 sd),3.4658552736341695,-0.011141097412629697,0.005431784850267744,True,0.6234392051698951,red,0.9502440739970908,-0.24522142595050633,0.44262740143866885,-0.5076166725584219,0.26290777379790514,True,False,0.9829166658357542,False,3.4066469098297634,2.8990302372713415,False,20260101,below floor,0.14900771520926082
dose,120.0,25.000000000000007,0.0,,TV(0.4 sd),3.4658552736341695,-0.0005404029681852496,0.0035119730885035025,True,0.9042660494027654,red,0.25504904196094547,-0.010714903193639103,0.23053877836748793,-0.024510263593457537,0.09063154552091086,True,False,0.9829166658357542,False,3.4066469098297634,3.382136646236306,False,20260101,below floor,0.007194835344612294
dose,120.0,25.000000000000007,0.0,,gaussian(1.5 px),3.4658552736341695,-0.007237625190407493,0.004813222389311875,True,0.8269258246591711,red,0.6841658102840507,-0.011040854359144259,0.3492615210582759,-0.33490428922577475,0.3172051755963852,True,False,0.9829166658357542,False,3.4066469098297634,3.0717426206039886,False,20260101,below floor,0.09830906991253474
dose,120.0,3.125,0.0,,NLM(0.6 sd),1.225364883298939,-0.05482512570744924,0.019365780689274664,True,0.6083304867424328,red,0.3561619285747658,-0.08242288554973243,0.26060071238468985,-0.09556121619007596,0.030831565519680696,True,False,0.85992530117223,False,1.0537222663167145,0.9581610501266385,False,20260101,below floor,0.09068918750678978
dose,120.0,3.125,0.0,,TV(0.4 sd),1.225364883298939,-0.034869570151893736,0.018715975168098427,True,0.9182870804330399,red,0.1419396774208368,-0.0003478448801883527,0.13574144181237147,-0.00619823560846533,0.007023865666735576,True,False,0.85992530117223,False,1.0537222663167145,1.0475240307082492,False,20260101,below floor,0.005882228938875245
dose,120.0,3.125,0.0,,gaussian(1.5 px),1.225364883298939,-0.13620012570744933,0.02142973601846715,True,0.843595138674728,red,0.6567769326883057,-0.004250996532299878,0.2232750310890984,-0.4335019015992073,0.050251626345494134,True,False,0.85992530117223,False,1.0537222663167145,0.6202203647175072,False,20260101,below floor,0.41140053262280674
dose,120.0,49.99999999999999,0.0,,NLM(0.6 sd),4.901459533195756,-0.0014732261459660112,0.001669750539979198,True,0.6476326610469131,red,1.173852732067742,-0.42072413342991677,0.5131459388227548,-0.6607067932449873,0.4000996532049881,True,False,0.984230737581335,False,4.824167131582325,4.163460338337337,False,20260101,below floor,0.1369576913949654
dose,120.0,49.99999999999999,0.0,,TV(0.4 sd),4.901459533195756,-0.00027044836818823637,0.0009263405838020439,True,0.9120871504319616,red,0.3309039212864384,-0.04513853150731517,0.2883753218922429,-0.04252859939419551,0.1689914035222754,True,False,0.984230737581335,False,4.824167131582325,4.781638532188129,False,20260101,below floor,0.008815739221755825
dose,120.0,49.99999999999999,0.0,,gaussian(1.5 px),4.901459533195756,-0.0018669761459660927,0.001849396773937625,True,0.8335841934469845,red,1.1619409819168518,-0.02937099196386761,0.4727279337423096,-0.6892130481745422,0.44238895652723303,True,False,0.984230737581335,False,4.824167131582325,4.1349540834077825,False,20260101,below floor,0.14286674349702322
dose,120.0,6.25,0.0,,NLM(0.6 sd),1.7329276368170845,-0.050249169615552924,0.016019452750677343,True,0.6194226130052144,red,0.4960807626570325,-0.08352313583511894,0.3434513399966508,-0.1526294226603817,0.07138385263750686,True,False,0.896762871032294,False,1.5540251628832973,1.4013957402229156,False,20260101,below floor,0.09821554136047395
dose,120.0,6.25,0.0,,TV(0.4 sd),1.7329276368170845,-0.0263963918377752,0.014848852737695283,True,0.9198628902941591,red,0.169915461481021,-0.012459478325318685,0.17559535424902828,0.005679892768007289,0.017970402200407968,False,False,0.896762871032294,False,1.5540251628832973,1.5597050556513046,False,20260101,below floor,-0.0036549554689764285
dose,120.0,6.25,0.0,,gaussian(1.5 px),1.7329276368170845,-0.17410194739333074,0.020399759371936693,True,0.8486321167176302,red,1.0256640848975942,-0.006499683419405322,0.282646617346356,-0.7430174675512382,0.10701218928075856,True,False,0.896762871032294,False,1.5540251628832973,0.8110076953320591,False,20260101,below floor,0.4781244765513727
signal,120.0,25.0,,1.5,NLM(0.6 sd),0.8426561840065284,-0.08744352458176619,0.022033569892541762,True,0.35777766632959085,red,0.06590859569717922,-0.11308735045464424,-0.0489285563617079,-0.11483715205888712,0.25778320436219476,True,True,0.7381430789214634,False,0.62200083013479,0.5071636780759029,False,20260101,below floor,0.18462539999183192
signal,120.0,25.0,,1.5,NLM(0.6 sd),1.6853123680130568,-0.07906320022157987,0.017531224920043928,True,0.360485771457683,red,0.21866593279142488,-0.12718438702421686,-0.016770364222759016,-0.2354362970141839,0.257032623065158,True,True,0.8620559224822337,False,1.4528335080782135,1.2173972110640296,False,20260101,below floor,0.16205318483162978
signal,120.0,25.0,,3.0,NLM(0.6 sd),1.7329276368170845,-0.05157833628221964,0.016080917539027347,True,0.6104741422345352,red,0.5195606770489902,-0.11214014836322095,0.3048905735661791,-0.21467010348281113,0.25891009189811365,True,False,0.9244859638468982,False,1.6020672765997699,1.3873971731169588,False,20260101,below floor,0.13399568583563315
signal,120.0,25.0,,3.0,NLM(0.6 sd),3.465855273634169,-0.011348736301518558,0.005462765607632296,True,0.6305849942445524,red,0.9714053899677912,-0.2131213681819819,0.49533026045367246,-0.4760751295141188,0.2633156164811323,True,False,0.9912303226214004,False,3.4354608410434793,2.9593857115293605,False,20260101,below floor,0.13857678825106812
signal,120.0,25.0,,5.0,NLM(0.6 sd),2.911006412451428,-0.011841813972612414,0.007160572038201946,True,0.7405178980913452,red,0.9757742874610769,-0.17170031670550534,0.7568439055295231,-0.21893038193155379,0.26679331529234046,True,False,0.9734426016357498,False,2.833697655515069,2.614767273583515,False,20260101,below floor,0.07725961219096955
signal,120.0,25.0,,5.0,NLM(0.6 sd),5.822012824902856,-0.00023773471534405122,0.0006423037726443209,True,0.7743706053067617,amber,1.957080126160526,-0.4377431919534036,1.3844171066225526,-0.5726630195379734,0.27432386720711116,True,False,0.9882087203994452,False,5.753363843846411,5.180700824308437,False,20260101,marginal,0.09953533881756371
signal,120.0,25.0,,1.5,TV(0.4 sd),0.8426561840065284,-0.061763663470655095,0.02158716718656017,True,0.835434600338481,red,0.03886969903708881,-0.007394019195582691,0.025222895498872133,-0.013646803538216679,0.08553589251759211,True,False,0.7381430789214634,False,0.62200083013479,0.6083540265965733,False,20260101,below floor,0.02194016933266696
signal,120.0,25.0,,1.5,TV(0.4 sd),1.6853123680130568,-0.035078477999357704,0.015607683974045123,True,0.8120388286497895,red,0.06521291525854744,-0.0065463889750014825,0.06730127867662539,0.002088363418077943,0.08648571626949608,False,False,0.8620559224822337,False,1.4528335080782135,1.4549218714962915,False,20260101,below floor,-0.0014374416658660127
signal,120.0,25.0,,3.0,TV(0.4 sd),1.7329276368170845,-0.020967919615552888,0.0145632352679558,True,0.914073657188812,red,0.16969108012038392,-0.0018895645971044317,0.16110310630930091,-0.008587973811083005,0.0866488537592767,True,False,0.9244859638468982,False,1.6020672765997699,1.5934793027886869,False,20260101,below floor,0.00536055753495579
signal,120.0,25.0,,3.0,TV(0.4 sd),3.465855273634169,-0.0011542918570741634,0.0036502973486041788,True,0.9084487726889868,red,0.28063393142269444,0.0025104534582838234,0.25821410757077956,-0.022419823851914877,0.0908260475209909,True,False,0.9912303226214004,False,3.4354608410434793,3.4130410171915644,False,20260101,below floor,0.006526001863873754
signal,120.0,25.0,,5.0,TV(0.4 sd),2.911006412451428,-0.001885563972612414,0.005918073787789608,True,0.9269134701718709,red,0.223189804007226,-0.00820983095260086,0.23932447624803088,0.016134672240804893,0.09041159028192594,False,False,0.9734426016357498,False,2.833697655515069,2.8498323277558737,False,20260101,below floor,-0.005693858061887047
signal,120.0,25.0,,5.0,TV(0.4 sd),5.822012824902856,-5.0929159788437595e-05,0.00033589934927207195,True,0.9558590512148217,amber,0.5082248945330385,-0.02343129861560822,0.4729165041175283,-0.03530839041551026,0.09813218607787866,True,False,0.9882087203994452,False,5.753363843846411,5.7180554534309005,False,20260101,marginal,0.0061369993926726485
signal,120.0,25.0,,1.5,gaussian(1.5 px),0.8426561840065284,-0.14200810791509955,0.022719458352220993,True,0.6777689593579487,red,0.3753099063006522,-0.015448448312181617,0.038213963882711144,-0.33709594241794105,0.3073294027598179,True,False,0.7381430789214634,False,0.62200083013479,0.28490488771684896,False,20260101,below floor,0.5419541680432983
signal,120.0,25.0,,1.5,gaussian(1.5 px),1.6853123680130568,-0.14728056133269107,0.019844566357380536,True,0.6612096924358479,red,0.6653545600045947,-0.008124629110807025,0.08154159731817812,-0.5838129626864166,0.307973110362015,True,False,0.8620559224822337,False,1.4528335080782135,0.869020545391797,False,20260101,below floor,0.40184436787851596
signal,120.0,25.0,,3.0,gaussian(1.5 px),1.7329276368170845,-0.10608180850444182,0.01830642716563829,True,0.8389036289076635,red,0.7510631950362565,-0.006293266708595091,0.25499891445503997,-0.49606428058121654,0.3095230076311126,True,False,0.9244859638468982,False,1.6020672765997699,1.1060029960185533,False,20260101,below floor,0.3096401055229492
signal,120.0,25.0,,3.0,gaussian(1.5 px),3.465855273634169,-0.010780680745963056,0.0053775942399791185,True,0.8308120500715683,red,0.8175552583091239,-0.009866433198824076,0.40005344790291364,-0.41750181040621026,0.3175639982463431,True,False,0.9912303226214004,False,3.4354608410434793,3.017959030637269,False,20260101,below floor,0.1215271632318764
signal,120.0,25.0,,5.0,gaussian(1.5 px),2.911006412451428,-0.045685563972612475,0.010330888016145323,True,0.881243201626543,red,1.144313770891747,-0.00715279542630709,0.4509973467310331,-0.6933164241607139,0.3206480243416751,True,False,0.9734426016357498,False,2.833697655515069,2.140381231354355,False,20260101,below floor,0.24466845388792646
signal,120.0,25.0,,5.0,gaussian(1.5 px),5.822012824902856,-0.00010231804867733008,0.0004419338039751324,True,0.9068562059208977,amber,1.17399972106942,0.002754562000323091,0.9163641106597189,-0.25763561040970107,0.33620775341981,True,False,0.9882087203994452,False,5.753363843846411,5.49572823343671,False,20260101,marginal,0.04477999608616079
texture,120.0,25.0,0.0,,NLM(0.6 sd),3.465855273634169,-0.012721652968185282,0.005663438004985975,True,0.6324141732645783,red,0.9223962058576682,-0.2292773511605013,0.46963964318478757,-0.45275656267288067,0.2631997581287905,True,False,0.9671051769064817,False,3.3518465775402353,2.8990900148673546,False,20260101,below floor,0.1350767561101015
texture,120.0,25.0,0.25,,NLM(0.6 sd),3.7547370518688785,-0.023870691048445192,0.0067151461768322745,True,0.562932089069369,red,1.1151135129322443,-0.2826331020774058,0.2868765821003283,-0.828236930831916,0.546813807034136,True,False,0.9479658065152046,False,3.559362337627403,2.731125406795487,False,20260101,below floor,0.23269250283296572
texture,120.0,25.0,0.5,,NLM(0.6 sd),6.154588910664027,-0.04127867011260644,0.008191644523863914,True,0.5068008236744879,amber,3.4648678866919345,-0.3680411585897021,-0.08969423761216344,-3.554562124304098,0.45924934625061287,True,False,0.9808165663495493,False,6.036522762650504,2.4819606383464063,True,20260101,above floor,0.5888426605954464
texture,120.0,25.0,1.0,,NLM(0.6 sd),9.97053385555633,-0.09384027777688475,0.012364295982752994,True,0.5053750577152532,amber,6.468954016974667,-1.1926671030538456,-1.1999669180547614,-7.668920935029428,0.2982111017324377,True,False,0.9537056709536142,False,9.508954680479075,1.840033745449647,True,20260101,above floor,0.8064946350804415
texture,120.0,25.0,0.0,,TV(0.4 sd),3.465855273634169,-0.0034251251904074964,0.004122325423536369,True,0.9122818271132163,red,0.23308256979834097,-0.03410069431357554,0.21572502305832364,-0.017357546740017327,0.09062500595808332,True,False,0.9671051769064817,False,3.3518465775402353,3.334489030800218,False,20260101,below floor,0.005178502756159942
texture,120.0,25.0,0.25,,TV(0.4 sd),3.7547370518688785,-0.005124857715111952,0.0038247617439397235,True,0.814499624430232,red,0.5813844403649293,-0.05300850801553603,0.3118324736820526,-0.26955196668287673,0.2965128523464398,True,False,0.9479658065152046,False,3.559362337627403,3.2898103709445263,False,20260101,below floor,0.07573040930206465
texture,120.0,25.0,0.5,,TV(0.4 sd),6.154588910664027,-0.003809920112606502,0.002475639855943812,True,0.7828994547246482,amber,2.382396993188499,-0.23166252908839757,-0.08307009857785275,-2.4654670917663517,0.28580077602094833,True,False,0.9808165663495493,False,6.036522762650504,3.5710556708841525,True,20260101,above floor,0.40842504678700475
texture,120.0,25.0,1.0,,TV(0.4 sd),9.97053385555633,-0.0008798611102180942,0.0011881703748348735,True,0.7158172976981177,amber,4.839578524753514,-0.7712365153805241,-0.9224954215995114,-5.762073946353025,0.23506958962844704,True,False,0.9537056709536142,False,9.508954680479075,3.74688073412605,True,20260101,above floor,0.6059629202126687
texture,120.0,25.0,0.0,,gaussian(1.5 px),3.465855273634169,-0.0256667918570741,0.0072937680128505305,True,0.8360723189949489,red,1.0751118068590602,-0.02211100186353221,0.3475623018768812,-0.727549504982179,0.3170774083883413,True,False,0.9671051769064817,False,3.3518465775402353,2.6242970725580563,False,20260101,below floor,0.21705930989123423
texture,120.0,25.0,0.25,,gaussian(1.5 px),3.7547370518688785,-0.02592971882622297,0.006961112885523125,True,0.8359607457839792,red,1.1839191126851532,-0.02002149983500301,0.29622798917044646,-0.8876911235147067,0.2946373847423298,True,False,0.9479658065152046,False,3.559362337627403,2.6716712141126964,False,20260101,below floor,0.24939611068268575
texture,120.0,25.0,0.5,,gaussian(1.5 px),6.154588910664027,-0.01236547566816204,0.004465038400805755,True,0.8326708593984625,amber,2.8870802664039075,-0.034463591406844074,0.03230274548018652,-2.854777520923721,0.21879669563832796,True,False,0.9808165663495493,False,6.036522762650504,3.1817452417267833,True,20260101,above floor,0.4729175442834329
texture,120.0,25.0,1.0,,gaussian(1.5 px),9.97053385555633,-0.0065895833324403075,0.0032547735788635234,True,0.833027192789805,amber,5.109226283778057,-0.28041184249570694,-0.7611100837485956,-5.870336367526653,0.14222433580233773,True,False,0.9537056709536142,False,9.508954680479075,3.6386183129524223,True,20260101,above floor,0.617348232774509
atlas_demo,120.0,12.0,,,gaussian(1.5 px),2.4012149702459653,-0.12915688379419488,0.028815463295854292,True,0.8690161881701289,red,1.1123185236692632,-0.010997101883893468,0.37684347991767364,-0.7354750437515896,0.18888997748430025,True,False,0.861939196588482,False,2.069701302290043,1.3342262585384534,False,21260104,below floor,0.3553532304095356
atlas_demo,80.0,12.0,,,gaussian(1.5 px),2.9408758377279614,-0.13895864926751467,0.027546996056111217,True,0.8379359330070022,red,1.523538130774737,-0.0187800213765823,0.43945177974832506,-1.084086351026412,0.09851836344179175,True,False,0.8421153783479753,False,2.476556768762701,1.392470417736289,False,21260104,below floor,0.43773935033519396
atlas_demo,120.0,200.0,,,gaussian(1.5 px),9.802919066391512,2.0788926136106056e-12,6.25e-06,True,0.8252819496514071,green,2.0787870611151265,-0.002305032061165946,1.1800080178129333,-0.8987790433021932,0.5631278673863012,True,False,0.9785379560981656,False,9.592528387022488,8.693749343720295,True,21260104,above floor,0.09369573975075551
atlas_demo,120.0,50.0,,,gaussian(1.5 px),4.901459533195756,-0.007435726145966104,0.006105341384751506,True,0.8276096745162258,red,1.6759884416995479,-0.013031386512390775,0.5692130685112766,-1.1067753731882712,0.44124428341810806,True,False,0.9275932055986692,False,4.546560560509208,3.439785187320937,False,21260104,below floor,0.2434313495791891
dose,120.0,100.0,0.0,,NLM(0.6 sd),6.931710547268338,-2.9965859896785574e-06,7.527532077779005e-05,True,0.6765685857442839,green,1.4190371878205816,-0.6150072744155857,0.4944317779174181,-0.9246054099031635,0.5130742890395125,True,False,0.954894244089188,False,6.619050503278851,5.694445093375688,True,21260104,above floor,0.1396885262387929
dose,120.0,100.0,0.0,,TV(0.4 sd),6.931710547268338,4.756362325109009e-07,6.944444444444445e-07,True,0.9167011838361923,green,0.5187656839018233,-0.024096801500008702,0.4458643111014844,-0.07290137280033893,0.2650060422111914,True,False,0.954894244089188,False,6.619050503278851,6.546149130478512,True,21260104,above floor,0.011013871666974873
dose,120.0,100.0,0.0,,gaussian(1.5 px),6.931710547268338,-1.6076971007805696e-06,5.84645228801617e-05,True,0.8332948027268989,green,1.0955946829039194,-0.015911324415998962,0.7629792494466896,-0.33261543345722977,0.5359095382775082,True,False,0.954894244089188,False,6.619050503278851,6.286435069821621,True,21260104,above floor,0.05025123063987247
dose,120.0,12.500000000000002,0.0,,NLM(0.6 sd),2.450729766597878,-0.04857142874398712,0.012119284473365896,True,0.6121473394484025,red,0.6854911026273283,-0.13202224379591687,0.3922968282104078,-0.2931942744169205,0.1463188666114029,True,False,0.8867986321007612,False,2.173303804667616,1.8801095302506954,False,21260104,below floor,0.1349071739474369
dose,120.0,12.500000000000002,0.0,,TV(0.4 sd),2.450729766597878,-0.02167351207732049,0.010152385461650383,True,0.90094995190368,red,0.1906496071187005,-0.021365635186053833,0.1808969264372673,-0.009752680681433201,0.042226441580743276,True,False,0.8867986321007612,False,2.173303804667616,2.1635511239861827,False,21260104,below floor,0.004487490732076771
dose,120.0,12.500000000000002,0.0,,gaussian(1.5 px),2.450729766597878,-0.07248115096620933,0.013607873635723916,True,0.8259642551488107,red,0.7773949129064726,-0.013941855292081584,0.29386406850705815,-0.4835308443994144,0.196154733356311,True,False,0.8867986321007612,False,2.173303804667616,1.6897729602682015,False,21260104,below floor,0.22248654024390546
dose,120.0,200.0,0.0,,NLM(0.6 sd),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.7347029075435404,green,1.7747796331773689,-1.1184955201051494,0.19575689011714204,-1.5790227430602268,0.5579368686843895,True,False,0.9856234304673853,False,9.66198671881094,8.082963975750713,True,21260104,above floor,0.16342630030592198
dose,120.0,200.0,0.0,,TV(0.4 sd),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.9209160437336115,green,0.700531716214968,-0.0017729627170233186,0.6157262716383087,-0.08480544457665928,0.34069339466337,True,False,0.9856234304673853,False,9.66198671881094,9.577181274234281,True,21260104,above floor,0.008777226366038282
dose,120.0,200.0,0.0,,gaussian(1.5 px),9.802919066391512,2.0788926136106056e-12,6.944444444444445e-07,True,0.8312707779388455,green,1.5250722995899677,-0.03143882940569753,1.0395470333533998,-0.4855252662365679,0.5635367331838005,True,False,0.9856234304673853,False,9.66198671881094,9.176461452574372,True,21260104,above floor,0.050251079862415615
dose,120.0,25.000000000000007,0.0,,NLM(0.6 sd),3.4658552736341695,-0.014142486301518598,0.005864040596072353,True,0.6220402444770451,red,0.8902510811218205,-0.24043510173664773,0.4114159224636533,-0.47883515865816717,0.26282242666576444,True,False,0.9651285280736873,False,3.3449957987589727,2.8661606401008055,False,21260104,below floor,0.1431497040551799
dose,120.0,25.000000000000007,0.0,,TV(0.4 sd),3.4658552736341695,-0.001339708523740768,0.003691070055100117,True,0.8992578721643808,red,0.26149070483199166,-0.014499450015045934,0.2634960176339636,0.0020053128019719146,0.09039575064296362,False,False,0.9651285280736873,False,3.3449957987589727,3.3470011115609446,False,21260104,below floor,-0.0005994963589239788
dose,120.0,25.000000000000007,0.0,,gaussian(1.5 px),3.4658552736341695,-0.015192486301518593,0.006008077290588375,True,0.8212907335090681,red,0.9249669033318311,-0.02063690750789693,0.3937200687601594,-0.5312468345716717,0.31676848641755817,True,False,0.9651285280736873,False,3.3449957987589727,2.813748964187301,False,21260104,below floor,0.158818386190132
dose,120.0,3.125,0.0,,NLM(0.6 sd),1.225364883298939,-0.07163832015189375,0.019867073524046243,True,0.6162515411415708,red,0.3308995072099369,-0.04131549110441046,0.31291247086723006,-0.01798703634270682,0.030944607486185605,True,False,0.7396200888935619,False,0.9063044839126103,0.8883174475699035,False,21260104,below floor,0.019846571060814888
dose,120.0,3.125,0.0,,TV(0.4 sd),1.225364883298939,-0.06491609792967146,0.019671577797346778,True,0.9068001868638923,red,0.12899527092791663,-0.008889975902336644,0.14266397777594986,0.01366870684803323,0.007075223451730236,False,False,0.7396200888935619,False,0.9063044839126103,0.9199731907606435,False,21260104,below floor,-0.015081804283946676
dose,120.0,3.125,0.0,,gaussian(1.5 px),1.225364883298939,-0.16024109792967145,0.021874065021475486,True,0.8317025917633794,red,0.6692958347602724,-0.0005185199296560139,0.25591974584423616,-0.4133760889160363,0.05058037339982885,True,False,0.7396200888935619,False,0.9063044839126103,0.49292839499657404,False,21260104,below floor,0.45611171107909443
dose,120.0,49.99999999999999,0.0,,NLM(0.6 sd),4.901459533195756,-0.0013697539237438328,0.0016192490567766156,True,0.6453946197368273,red,1.1770502801412293,-0.36141844592690475,0.5550038583746884,-0.6220464217665409,0.39944828015555767,True,False,0.9711422098040641,False,4.760014242332923,4.137967820566382,False,21260104,below floor,0.1306816303687509
dose,120.0,49.99999999999999,0.0,,TV(0.4 sd),4.901459533195756,-0.0001871150348549122,0.0008511416847575005,True,0.9176583979526928,red,0.3522388815333941,-0.01092996939504598,0.3397138327998026,-0.012525048733591504,0.16908108191234433,True,False,0.9711422098040641,False,4.760014242332923,4.747489193599331,False,21260104,below floor,0.002631304886065444
dose,120.0,49.99999999999999,0.0,,gaussian(1.5 px),4.901459533195756,-0.0010037817015216,0.0014263943906659229,True,0.8383543681775281,red,1.0133609393342806,-0.0247291178722282,0.52283406870457,-0.49052687062971057,0.44316480618989057,True,False,0.9711422098040641,False,4.760014242332923,4.269487371703212,False,21260104,below floor,0.10305155523847742
dose,120.0,6.25,0.0,,NLM(0.6 sd),1.7329276368170845,-0.05214986405999733,0.01610723120084351,True,0.6252624282684791,red,0.556389675523786,-0.07950517334659257,0.4031118494881043,-0.15327782603568174,0.07153117148334229,True,False,0.8963067038396167,False,1.5532346581480976,1.3999568321124158,False,21260104,below floor,0.0986829808565004
dose,120.0,6.25,0.0,,TV(0.4 sd),1.7329276368170845,-0.02155889183777515,0.014594700178591175,True,0.9106427391351765,red,0.1470110818479513,-0.011494359540704657,0.17791767096468036,0.030906589116729055,0.017925736292702013,False,False,0.8963067038396167,False,1.5532346581480976,1.5841412472648266,False,21260104,below floor,-0.01989820981304824
dose,120.0,6.25,0.0,,gaussian(1.5 px),1.7329276368170845,-0.07892555850444183,0.017266156743650368,True,0.8349995575086661,red,0.588113383091891,-0.008358688021764316,0.28490443210239724,-0.30320895098949374,0.10660893126148399,True,False,0.8963067038396167,False,1.5532346581480976,1.2500257071586038,False,21260104,below floor,0.19521129624483524
signal,120.0,25.0,,1.5,NLM(0.6 sd),0.8426561840065284,-0.09427269124843285,0.022138757673691,True,0.34606404392347345,red,0.05473415369501827,-0.030290900457891068,0.0009137396255045616,-0.05382041406951371,0.2579268383261806,True,True,0.6181668141059511,False,0.5209020886539938,0.4670816745844801,False,21260104,below floor,0.10332155551264
signal,120.0,25.0,,1.5,NLM(0.6 sd),1.6853123680130568,-0.0831416724438021,0.01769089381361942,True,0.36657593575169045,red,0.20286830639814535,-0.23123316341574052,-0.040654840107045453,-0.2435231465051908,0.2569476642850979,True,True,0.8548867752635576,False,1.4407512556024722,1.1972281090972814,False,21260104,below floor,0.16902511488935534
